,Vt,Vm,V0,Vform,SVA,ArtOrDet,Nn,Npos,Pform,Pref,Prep,Wci,Wa,Wform,Wtone,Srun,Smod,Spar,Sfrag,Ssub,WOinc,WOadv,Trans,Mec,Rloc-,Cit,Others,Um
iter223,19,20,22,26,23,7,8,0,12,2,9,6,25,21,10,11,27,18,4,13,14,3,17,16,15,1,5,24
iter224,20,21,25,27,23,8,15,7,1,3,10,6,26,17,2,4,24,16,19,5,12,11,14,18,13,0,9,22
iter225,20,15,21,26,23,5,11,3,2,6,14,7,19,17,18,22,27,12,24,1,8,4,13,16,9,0,10,25
iter226,22,20,9,26,23,7,16,1,2,3,15,6,0,18,10,14,27,8,24,11,13,17,19,21,12,5,4,25
iter227,21,17,10,26,24,7,18,1,5,4,16,9,0,20,8,15,27,13,22,6,23,3,12,19,14,2,11,25
iter228,22,19,21,26,24,3,17,2,6,1,12,8,10,16,11,15,27,9,25,7,4,14,20,18,13,0,5,23
iter229,19,22,13,24,23,5,14,3,0,10,16,12,26,20,15,6,27,17,8,7,11,4,9,21,18,1,2,25
iter230,22,19,11,26,25,6,15,0,4,9,14,10,3,18,8,16,27,13,24,7,20,1,12,21,17,2,5,23
iter231,23,24,14,26,25,7,12,2,6,5,13,8,0,18,20,15,27,11,9,10,19,4,17,22,16,1,3,21
iter232,19,25,20,24,22,7,12,10,2,5,9,3,0,18,4,11,27,14,21,23,16,6,15,17,13,1,8,26
iter233,21,25,3,27,26,7,16,1,19,4,14,6,13,20,8,10,24,18,5,12,11,2,22,17,15,0,9,23
iter234,18,24,5,26,23,10,15,4,2,7,14,9,0,22,12,13,27,20,19,1,16,6,11,21,17,3,8,25
iter235,20,23,17,26,24,6,12,2,8,9,13,7,0,18,3,11,27,16,22,5,21,4,10,19,15,1,14,25
iter236,20,15,19,25,24,6,11,0,9,3,8,5,23,14,10,2,27,21,12,22,13,7,16,17,18,1,4,26
iter237,24,21,6,26,25,3,15,4,7,2,8,5,0,23,16,20,27,11,10,13,18,14,12,19,17,1,9,22
iter238,20,21,19,27,25,6,17,0,5,7,16,8,1,23,13,10,12,24,18,9,11,3,15,22,14,2,4,26
iter239,22,26,15,25,24,5,14,1,4,2,11,6,0,19,10,21,27,16,12,8,18,3,17,20,13,9,7,23
iter240,21,13,23,25,24,7,15,0,1,12,14,10,5,18,11,9,27,8,22,3,20,4,19,17,16,2,6,26
iter241,22,17,21,25,23,5,15,1,3,8,12,10,0,20,14,16,27,6,26,4,7,11,13,19,18,2,9,24
iter242,20,25,19,26,17,5,15,0,13,3,10,6,23,21,11,9,27,12,22,7,8,2,16,18,14,1,4,24
iter243,23,14,17,26,25,6,13,1,2,4,9,7,15,22,11,16,27,20,8,5,21,10,12,19,18,0,3,24
iter244,25,24,16,26,23,5,21,1,12,4,14,8,13,17,10,15,27,7,9,2,11,3,19,20,18,0,6,22
iter245,24,25,22,26,23,7,15,5,8,10,16,6,19,21,3,9,27,12,13,1,14,11,2,18,17,0,4,20
iter246,21,8,10,26,23,5,11,1,2,6,14,7,12,24,13,15,27,9,22,16,19,4,17,18,20,0,3,25
iter247,19,21,24,26,22,8,12,3,0,7,11,10,13,17,5,6,27,4,23,16,15,9,14,20,18,1,2,25
iter248,20,15,17,26,24,7,10,5,3,2,14,6,25,21,23,16,27,19,8,9,13,1,12,18,11,0,4,22
iter249,19,26,14,23,24,3,11,5,4,15,16,8,0,20,6,10,27,18,25,7,13,1,17,22,12,2,9,21
iter250,23,9,19,26,24,6,20,0,2,4,5,7,10,22,12,17,27,14,16,11,13,1,21,18,15,3,8,25
iter251,21,23,12,26,22,7,20,1,8,9,18,3,17,24,13,11,27,10,2,6,16,4,14,19,15,0,5,25
iter252,23,22,21,27,18,3,16,0,6,2,9,7,20,24,12,10,25,17,19,8,11,4,13,15,14,1,5,26
iter253,21,24,15,25,22,6,14,1,2,8,18,9,0,19,10,5,27,13,26,17,12,4,11,20,16,3,7,23
iter254,18,22,7,26,25,4,14,0,5,2,13,10,20,21,11,3,27,9,23,6,15,12,17,19,16,1,8,24
iter255,19,25,23,26,20,5,15,1,3,6,9,7,2,18,11,14,27,21,12,13,17,8,10,22,16,0,4,24
iter256,23,20,19,26,24,5,18,3,2,12,8,6,0,21,10,11,27,13,16,7,17,9,14,22,15,1,4,25
iter257,18,21,4,26,23,7,10,3,1,11,17,14,0,19,8,12,27,15,25,22,9,5,13,20,16,2,6,24
iter258,18,22,11,25,23,5,10,8,1,3,13,2,26,20,7,12,27,6,17,21,16,9,15,19,14,0,4,24
iter259,21,18,17,25,24,7,12,19,1,9,5,8,3,23,13,15,27,10,2,6,20,11,14,22,16,0,4,26
iter260,23,21,11,26,24,7,13,3,1,19,10,8,0,22,6,20,27,9,18,16,12,5,14,17,15,2,4,25
iter261,22,23,9,25,24,5,19,1,4,3,13,11,0,21,15,7,27,18,12,10,16,8,14,20,17,2,6,26
iter262,21,19,14,26,25,10,16,3,2,5,15,9,0,23,17,13,27,12,4,8,11,6,18,20,22,1,7,24
iter263,19,10,17,26,23,6,14,2,1,4,11,3,24,20,9,13,27,22,15,5,12,7,16,21,18,0,8,25
iter264,21,22,19,26,24,5,10,0,15,4,11,8,2,18,6,14,27,13,25,20,7,3,9,17,12,1,16,23
iter265,20,23,8,26,22,6,13,0,2,7,14,5,21,19,9,16,27,17,25,11,12,3,15,18,10,1,4,24
iter266,20,23,11,26,22,5,15,1,7,8,14,6,2,21,3,12,27,16,9,13,18,24,10,19,17,0,4,25
iter267,20,21,24,26,18,7,11,0,16,5,10,9,1,22,14,19,27,12,8,4,3,23,13,17,15,2,6,25
iter268,19,23,10,26,24,6,12,1,0,3,7,8,21,20,9,17,27,14,11,16,22,4,18,15,13,2,5,25
iter269,15,21,20,26,24,4,17,7,9,2,10,5,27,19,0,12,22,13,23,3,11,8,18,14,16,1,6,25
iter270,16,24,14,27,20,3,12,2,1,4,17,9,6,23,7,13,26,5,15,10,22,11,21,19,18,0,8,25
iter271,20,22,21,26,23,6,13,1,2,9,14,5,24,19,18,8,27,3,11,16,12,4,10,17,15,0,7,25
iter272,22,21,3,25,26,6,16,2,1,12,11,4,24,20,15,14,27,17,8,5,13,7,10,19,18,0,9,23
iter273,17,23,11,26,25,6,15,3,2,4,16,9,0,22,8,12,27,7,18,10,13,5,21,19,20,1,14,24
iter274,20,21,10,23,24,4,11,6,3,1,9,5,25,19,7,17,27,16,22,13,15,8,18,14,12,0,2,26
iter275,22,21,4,25,24,8,17,2,1,12,16,5,0,19,7,14,27,13,23,10,20,3,11,18,15,6,9,26
iter276,22,23,12,26,25,6,10,1,8,3,14,7,2,15,9,13,27,17,4,20,21,5,19,18,16,0,11,24
iter277,24,14,5,25,26,8,17,0,7,2,15,11,22,21,12,19,27,16,6,3,13,4,9,18,20,1,10,23
iter278,23,22,3,25,21,6,14,0,19,9,11,8,26,20,17,13,27,10,7,4,12,2,16,18,15,1,5,24
iter279,23,18,17,25,24,2,13,4,1,10,15,5,26,21,8,12,27,11,19,6,14,9,7,20,16,0,3,22
iter280,22,16,14,26,24,8,18,2,1,3,11,10,6,21,4,13,27,9,25,12,15,5,20,23,17,0,7,19
iter281,22,13,5,26,24,3,16,9,4,2,15,11,1,21,14,19,27,23,6,7,10,8,17,20,18,0,12,25
iter282,21,20,22,26,24,6,13,4,0,3,9,8,1,23,18,10,27,19,17,5,12,7,14,16,15,2,11,25
iter283,19,24,15,26,22,4,14,1,2,6,12,9,3,17,10,11,27,7,18,20,13,0,23,21,16,5,8,25
iter284,20,19,3,26,25,6,16,1,0,5,11,10,7,22,8,18,27,24,13,9,17,14,12,23,15,2,4,21
iter285,21,26,17,25,23,7,20,1,4,6,14,8,0,22,11,12,27,15,13,9,16,3,10,19,18,2,5,24
iter286,21,23,17,25,24,8,19,5,3,11,15,6,0,22,9,16,27,10,7,2,12,14,18,20,13,1,4,26
iter287,24,22,15,26,23,5,18,3,2,6,16,11,8,20,12,13,27,9,7,0,19,4,14,21,17,1,10,25
iter288,22,14,5,26,25,4,18,15,17,10,8,6,24,19,16,7,27,9,12,1,11,2,13,21,20,0,3,23
iter289,18,15,4,26,24,8,12,0,2,14,10,9,6,17,7,19,27,23,16,3,20,13,21,22,11,1,5,25
iter290,18,25,22,26,23,5,15,3,2,7,12,9,20,19,6,4,27,13,14,10,21,1,11,17,16,0,8,24
iter291,20,24,23,26,21,4,11,5,1,9,8,3,18,22,7,6,27,10,15,16,12,2,13,19,17,0,14,25
iter292,19,24,12,26,23,3,15,9,0,2,14,8,1,20,10,11,27,7,22,18,17,13,4,21,16,6,5,25
iter293,23,20,16,26,24,9,12,0,5,11,14,8,1,18,6,15,27,13,10,3,22,4,17,21,19,2,7,25
iter294,19,25,21,27,26,3,10,4,15,8,11,5,0,20,12,9,23,16,22,7,14,2,13,18,17,1,6,24
iter295,21,6,10,26,23,4,16,2,1,3,14,9,11,20,8,12,27,13,25,22,18,5,17,19,15,0,7,24
iter296,22,24,7,25,21,5,13,4,1,10,9,2,20,11,3,23,27,12,19,15,14,8,17,18,16,0,6,26
iter297,20,21,25,26,24,7,17,3,0,15,12,6,11,22,16,13,27,9,1,4,14,8,19,18,10,2,5,23
iter298,21,24,19,26,25,6,16,13,2,4,8,7,3,22,9,12,27,15,17,0,11,10,14,20,18,1,5,23
iter299,23,24,5,26,22,3,12,1,17,6,16,7,19,20,18,2,27,10,8,9,13,11,14,21,15,0,4,25
iter300,20,18,12,25,26,4,10,22,2,3,6,8,0,14,17,9,27,11,23,13,19,15,7,21,16,1,5,24
iter301,19,18,14,26,24,5,15,4,3,12,11,9,1,21,6,23,27,22,17,2,8,7,13,20,16,0,10,25
iter302,17,24,5,26,22,3,13,1,23,8,10,9,11,21,4,12,27,16,20,2,14,6,19,18,15,0,7,25
iter303,20,22,16,26,24,3,9,2,0,11,8,7,12,17,6,10,27,21,19,23,13,5,18,15,14,1,4,25
iter304,21,23,11,25,24,7,17,0,6,1,12,5,26,19,13,14,27,9,18,4,10,2,16,20,15,3,8,22
iter305,23,13,20,25,24,7,14,1,18,3,10,8,5,19,9,15,27,6,11,21,12,2,22,16,17,0,4,26
iter306,24,20,4,27,22,5,16,7,1,8,11,13,0,21,6,14,26,19,23,3,17,10,12,18,15,2,9,25
iter307,18,25,19,26,23,5,13,10,1,6,12,7,0,21,20,11,27,17,15,8,14,3,9,22,16,4,2,24
iter308,20,24,22,26,23,6,15,1,0,5,10,3,7,18,13,17,27,11,12,16,9,8,14,21,19,4,2,25
iter309,19,21,16,25,24,6,13,1,0,3,10,8,17,18,11,9,27,12,26,5,22,7,15,20,14,2,4,23
iter310,23,20,19,26,25,8,15,1,5,6,12,7,0,22,4,17,27,9,18,10,21,2,13,16,14,3,11,24
iter311,25,12,17,26,22,4,16,8,0,6,13,7,1,23,9,11,27,18,14,3,21,10,15,19,20,2,5,24
iter312,21,14,18,25,24,6,16,2,4,5,13,9,8,23,11,19,27,7,10,3,15,1,20,22,17,0,12,26
iter313,23,11,18,26,25,5,10,9,7,3,15,12,0,20,6,8,27,4,16,2,21,19,13,22,17,1,14,24
iter314,20,26,15,25,24,9,16,5,1,10,12,6,0,18,8,13,27,22,11,3,14,7,21,17,19,2,4,23
iter315,21,7,15,26,25,5,12,3,2,4,9,11,0,22,6,13,27,10,20,23,17,14,16,19,18,1,8,24
iter316,19,25,14,26,24,6,13,2,20,4,8,5,11,22,9,12,27,10,21,3,16,0,15,18,17,1,7,23
iter317,20,23,1,26,24,2,8,4,7,0,14,5,13,18,22,12,27,9,17,10,21,15,11,16,19,3,6,25
iter318,21,20,23,26,25,3,13,2,1,4,12,7,16,17,8,9,10,6,27,14,19,18,11,22,15,0,5,24
iter319,20,15,7,24,23,9,14,4,8,6,16,12,0,19,10,18,26,2,27,3,13,5,22,21,17,1,11,25
iter320,21,22,11,25,24,2,15,4,16,9,7,5,26,19,10,18,27,14,0,8,12,6,17,20,13,1,3,23
iter321,22,16,9,26,23,6,15,1,3,13,19,10,2,24,7,17,27,21,11,8,12,5,14,18,20,0,4,25
iter322,21,13,9,26,25,3,12,1,2,5,16,8,24,20,6,10,27,11,23,17,19,7,15,18,14,0,4,22
iter323,17,23,16,25,22,4,18,7,1,5,8,3,26,20,10,13,27,15,24,12,6,2,9,19,14,0,11,21
iter324,21,15,16,26,24,7,13,0,1,5,12,9,25,20,6,10,27,11,22,3,19,2,8,18,17,4,14,23
iter325,22,7,10,26,24,4,14,1,0,9,13,12,3,19,5,15,27,23,16,20,21,11,6,17,18,2,8,25
iter326,19,25,16,26,24,9,15,0,2,6,10,5,20,14,3,7,27,11,23,13,12,8,17,21,18,1,4,22
iter327,24,22,15,25,21,10,13,4,2,7,12,11,0,17,9,5,27,19,8,3,14,16,20,23,18,1,6,26
iter328,22,20,9,26,24,6,13,3,0,19,11,5,23,21,7,10,27,15,18,2,12,4,17,14,16,1,8,25
iter329,16,13,11,25,23,7,17,0,2,10,12,9,5,21,8,14,27,18,3,22,15,4,24,20,19,1,6,26
iter330,22,20,12,24,25,3,14,0,10,7,6,8,26,21,9,19,27,4,15,18,11,2,16,17,13,1,5,23
iter331,22,17,6,25,24,5,15,3,12,4,11,10,0,19,9,13,27,21,26,8,14,2,18,20,16,1,7,23
iter332,18,25,20,26,23,5,15,2,17,0,13,9,1,22,3,6,27,10,11,16,21,4,12,19,14,7,8,24
iter333,22,23,9,26,25,4,18,8,1,2,14,5,12,20,7,15,27,17,21,6,13,11,16,19,10,0,3,24
iter334,21,23,13,25,24,11,12,0,7,2,15,10,4,22,3,6,27,17,16,8,19,5,14,20,18,1,9,26
iter335,19,23,20,25,22,7,9,13,3,16,8,6,15,21,5,10,27,11,24,1,12,0,18,17,14,2,4,26
iter336,19,24,13,26,22,3,14,9,0,4,10,8,25,20,2,16,27,17,5,7,15,21,11,18,12,1,6,23
iter337,21,26,8,22,24,3,13,2,1,5,15,10,4,17,12,6,27,20,25,11,18,9,14,16,19,0,7,23
iter338,17,22,9,26,24,5,21,2,8,12,11,7,0,19,23,6,27,10,16,15,20,13,4,18,14,1,3,25
iter339,22,25,12,26,23,6,18,0,1,4,13,9,3,21,10,14,27,20,11,5,19,8,15,16,17,2,7,24
iter340,21,22,14,25,24,5,13,3,4,7,9,8,0,15,11,18,27,12,26,1,17,10,20,19,16,2,6,23
iter341,22,23,17,26,24,7,13,12,0,6,8,10,2,19,9,11,27,4,20,3,14,21,16,18,15,1,5,25
iter342,23,2,19,26,24,3,16,4,7,1,12,5,9,15,13,21,27,18,22,11,8,10,14,20,17,0,6,25
iter343,18,26,8,25,23,5,20,0,1,3,10,4,22,21,13,14,27,16,9,6,17,7,12,19,15,2,11,24
iter344,21,27,20,24,22,2,14,4,1,6,15,5,26,19,9,8,25,7,16,10,11,18,12,17,13,0,3,23
iter345,21,14,22,26,24,6,13,0,3,10,16,12,19,18,2,8,27,7,20,4,15,5,9,23,17,1,11,25
iter346,20,12,23,26,24,6,14,0,1,4,10,7,19,18,8,9,27,16,22,3,11,15,13,17,21,2,5,25
iter347,22,19,17,25,21,6,11,2,1,12,10,5,16,23,4,13,27,14,24,7,18,3,8,20,15,0,9,26
iter348,22,26,6,25,23,4,17,1,2,20,13,9,0,21,18,16,8,11,27,15,12,5,10,19,14,3,7,24
iter349,20,18,21,26,24,7,16,0,1,6,9,4,13,23,3,14,27,12,17,22,15,5,10,19,11,2,8,25
iter350,21,23,12,26,19,6,9,2,13,1,15,7,25,18,3,10,27,16,22,8,17,4,14,20,11,0,5,24
iter351,23,22,1,26,24,3,8,0,5,10,13,7,14,19,6,11,27,20,21,12,18,9,15,16,17,2,4,25
iter352,20,24,25,26,22,8,18,0,2,6,12,9,1,21,10,5,27,17,19,11,15,4,13,16,14,3,7,23
iter353,20,19,21,25,24,8,14,2,3,10,7,11,17,22,9,5,27,4,26,13,12,1,16,18,15,0,6,23
iter354,22,18,9,27,25,2,6,3,0,4,10,7,26,16,21,19,24,14,12,11,13,8,17,20,15,1,5,23
iter355,21,24,9,26,23,8,14,0,3,4,11,6,7,13,5,22,27,1,20,12,19,16,18,17,15,2,10,25
iter356,19,22,21,25,24,6,16,2,1,13,11,7,27,20,5,9,26,10,0,3,12,14,15,17,18,4,8,23
iter357,21,22,12,27,25,7,13,2,3,4,10,11,0,15,18,16,26,8,24,6,17,9,20,19,14,1,5,23
iter358,20,17,22,25,24,5,13,2,1,6,12,8,26,19,4,11,27,9,21,10,15,3,18,14,16,0,7,23
iter359,22,11,12,26,23,5,10,15,1,13,18,3,7,19,9,8,27,14,20,6,16,4,24,21,17,0,2,25
iter360,20,22,24,26,25,7,16,9,8,2,15,10,0,21,11,18,27,14,1,5,13,4,12,19,17,3,6,23
iter361,19,24,15,27,23,2,18,6,1,11,9,4,0,20,8,16,25,21,26,13,7,3,14,12,17,10,5,22
iter362,21,22,18,23,24,4,17,2,1,10,13,7,25,20,3,5,27,8,16,6,11,14,9,19,12,0,15,26
iter363,23,22,5,25,24,7,16,1,3,4,18,8,9,21,15,6,27,13,17,2,19,10,11,20,14,0,12,26
iter364,20,18,17,26,21,4,9,1,3,8,15,7,0,23,10,11,27,14,22,16,13,6,24,19,12,2,5,25
iter365,18,24,13,26,23,2,12,3,0,14,11,4,1,17,5,21,27,8,19,22,9,10,16,20,15,6,7,25
iter366,22,25,8,26,23,6,18,0,10,5,13,7,1,20,12,19,27,16,15,9,17,2,11,21,14,4,3,24
iter367,21,22,17,27,26,7,18,2,1,5,10,8,25,19,9,13,24,6,3,12,15,11,16,20,14,0,4,23
iter368,21,20,17,26,23,5,10,1,4,6,14,9,2,15,12,22,27,13,25,7,18,11,8,19,16,0,3,24
iter369,21,26,12,24,25,3,17,4,0,2,6,7,18,19,8,9,27,15,23,10,11,14,13,20,16,1,5,22
iter370,20,13,19,25,24,5,16,2,14,6,17,8,21,23,3,18,27,11,10,1,12,9,7,22,15,0,4,26
iter371,19,15,20,27,24,6,14,3,8,9,12,10,23,18,5,11,25,4,22,2,21,1,16,17,13,0,7,26
iter372,21,19,20,26,24,5,13,1,2,10,8,6,12,22,4,14,27,15,23,3,11,7,18,17,16,0,9,25
iter373,23,22,20,25,26,4,13,0,8,6,5,11,7,18,3,14,27,2,9,19,21,12,15,16,17,1,10,24
iter374,19,22,18,26,24,3,11,1,16,6,7,4,0,17,10,5,27,14,20,8,23,9,13,15,21,2,12,25
iter375,19,25,21,26,24,5,16,10,0,8,11,7,18,22,15,9,27,13,2,6,14,3,12,20,17,1,4,23
iter376,22,23,18,26,24,3,14,1,5,8,11,4,16,21,9,15,27,12,13,19,7,6,10,20,17,0,2,25
iter377,22,16,12,25,24,6,14,2,3,5,11,7,1,23,10,20,27,9,18,4,13,15,19,21,17,0,8,26
iter378,23,26,20,25,22,9,15,5,2,3,14,10,0,16,11,12,27,8,7,24,21,4,18,19,13,1,6,17
iter379,19,24,5,25,18,4,12,3,0,10,7,8,27,20,2,9,26,14,23,15,22,11,17,16,13,1,6,21
iter380,19,20,11,27,24,7,13,8,14,1,12,6,2,18,5,10,22,9,25,21,23,4,15,17,16,0,3,26
iter381,20,25,21,24,22,4,12,2,9,1,13,6,5,18,14,15,27,7,23,10,8,3,19,17,16,0,11,26
iter382,22,25,13,26,23,6,17,2,0,8,15,9,1,21,7,19,27,12,5,4,18,11,14,20,16,3,10,24
iter383,20,21,15,26,24,6,14,0,19,5,16,8,9,22,4,12,27,13,23,3,10,2,11,17,18,1,7,25
iter384,24,17,23,26,22,5,11,3,6,15,10,7,0,18,21,8,27,9,13,12,2,1,16,20,19,4,14,25
iter385,21,10,12,26,23,6,13,0,2,5,11,7,4,20,14,15,27,8,25,16,19,3,22,17,18,1,9,24
iter386,22,23,13,26,24,9,14,3,1,5,12,8,6,20,10,11,27,17,19,2,21,4,16,18,15,0,7,25
iter387,23,17,19,25,26,11,14,9,5,7,13,8,0,12,6,21,27,15,10,2,22,1,20,18,16,3,4,24
iter388,21,25,16,27,24,6,12,3,0,14,13,9,1,17,5,19,26,8,18,7,20,4,11,23,15,2,10,22
iter389,22,18,14,27,23,7,15,1,0,11,13,6,2,16,5,19,26,8,24,9,10,21,17,20,12,3,4,25
iter390,20,18,22,26,23,4,12,0,21,3,7,5,11,13,10,14,27,9,25,2,16,8,15,19,17,1,6,24
iter391,17,18,22,25,21,7,15,0,10,2,12,4,26,16,6,13,27,9,23,1,19,5,14,20,11,3,8,24
iter392,19,23,11,26,24,5,14,1,4,8,15,10,9,20,6,21,27,2,25,13,12,3,17,18,16,0,7,22
iter393,21,24,17,27,23,9,12,0,7,4,11,5,13,18,15,3,26,16,22,1,14,2,8,20,19,6,10,25
iter394,21,12,13,26,25,6,8,0,1,3,16,7,23,20,11,19,27,14,10,2,9,17,18,24,15,4,5,22
iter395,20,25,19,26,24,3,9,0,10,4,18,5,2,21,11,15,27,12,8,17,13,6,14,22,16,1,7,23
iter396,21,24,19,26,22,7,15,0,1,5,13,8,23,20,11,2,27,9,14,4,16,6,12,18,17,3,10,25
iter397,22,20,3,26,24,5,14,1,0,11,13,12,25,16,7,9,27,8,10,4,18,15,21,19,17,2,6,23
iter398,23,17,11,26,24,3,12,18,5,7,9,6,25,21,13,15,27,10,1,16,8,2,14,19,20,0,4,22
iter399,19,9,14,26,23,2,16,5,6,7,15,8,1,21,17,22,27,11,24,3,18,10,13,20,12,0,4,25
iter400,21,24,9,25,22,4,18,7,1,8,16,5,26,20,14,12,27,6,13,2,11,10,15,19,17,0,3,23
iter401,19,20,13,26,23,7,15,0,1,3,11,8,22,21,4,17,27,9,14,10,18,5,12,24,16,2,6,25
iter402,22,23,7,26,25,3,18,14,11,5,10,9,8,21,15,6,27,12,16,1,13,2,19,20,17,0,4,24
iter403,23,14,1,26,19,8,15,2,24,13,12,4,0,21,6,17,27,16,20,10,11,5,7,22,18,9,3,25
iter404,23,25,14,26,24,6,15,0,1,10,9,7,2,19,3,13,27,17,12,8,21,11,22,18,16,4,5,20
iter405,24,21,15,27,23,10,14,1,3,6,12,7,0,19,8,13,26,4,22,9,18,16,11,20,17,2,5,25
iter406,22,21,10,26,25,9,14,1,0,8,15,11,5,24,2,4,27,18,17,3,16,13,12,20,19,6,7,23
iter407,23,19,11,26,25,7,18,1,12,5,10,9,0,20,6,21,27,16,15,3,17,4,13,22,14,2,8,24
iter408,20,23,7,26,21,9,15,0,14,3,8,5,2,22,13,11,24,10,27,18,19,4,12,16,17,1,6,25
iter409,20,11,17,26,25,5,13,1,3,9,10,8,18,23,7,14,27,15,21,2,12,0,19,22,16,4,6,24
iter410,24,16,5,26,25,9,15,2,1,13,7,12,10,21,4,8,27,14,20,6,22,3,19,18,17,0,11,23
iter411,22,21,17,26,25,4,15,11,1,6,18,10,16,23,8,12,27,9,19,2,7,5,13,20,14,0,3,24
iter412,20,17,16,24,23,6,12,4,3,2,11,10,26,18,9,8,27,7,22,15,14,5,19,21,13,0,1,25
iter413,23,25,16,27,26,6,12,1,7,2,11,9,0,22,3,17,5,15,10,19,18,13,14,20,21,8,4,24
iter414,21,18,13,26,25,5,12,1,0,6,14,11,2,23,3,16,27,9,24,10,17,7,20,19,15,4,8,22
iter415,22,23,20,26,24,9,10,1,4,12,14,11,0,19,8,7,27,15,21,5,17,3,13,16,18,2,6,25
iter416,22,24,18,26,25,6,11,1,16,3,10,9,0,21,7,13,27,8,2,17,19,12,15,20,14,4,5,23
iter417,20,23,7,25,22,8,15,10,2,6,14,9,1,21,11,16,24,5,26,13,12,3,18,19,17,0,4,27
iter418,21,14,7,26,22,6,19,2,4,8,11,9,1,23,16,10,27,12,18,5,25,13,17,20,15,0,3,24
iter419,22,23,10,26,25,8,15,13,1,6,18,11,0,21,7,16,27,9,3,12,14,4,17,19,20,2,5,24
iter420,22,26,1,23,24,8,13,6,14,4,16,9,11,20,12,19,27,5,7,2,18,3,21,15,17,0,10,25
iter421,22,20,12,27,23,6,18,3,2,10,16,7,1,17,15,8,25,19,4,24,9,0,13,21,14,5,11,26
iter422,23,24,15,26,22,3,14,6,17,12,16,8,0,18,5,10,27,19,20,2,4,11,9,21,13,1,7,25
iter423,25,13,12,27,24,5,11,3,22,14,10,7,2,16,8,17,4,18,0,19,23,9,21,20,15,1,6,26
iter424,19,26,12,25,23,3,14,10,7,2,13,9,0,21,6,4,27,16,22,18,11,5,17,20,15,1,8,24
iter425,21,15,1,25,22,5,10,0,4,13,9,8,26,20,16,7,27,18,24,2,19,12,17,11,14,3,6,23
iter426,20,1,4,26,23,7,13,6,2,11,18,5,24,22,9,16,27,3,21,12,15,10,17,19,14,0,8,25
iter427,23,19,24,27,25,6,17,0,7,5,9,4,2,21,16,12,22,10,15,8,18,13,11,20,14,1,3,26
iter428,19,21,20,25,22,6,13,2,10,5,12,9,26,18,8,11,27,3,23,1,17,7,14,15,16,0,4,24
iter429,19,14,21,24,25,8,10,7,2,1,11,5,22,18,9,12,27,13,26,16,20,3,6,17,15,0,4,23
iter430,20,13,21,24,23,5,17,11,0,10,15,4,19,22,7,3,27,12,26,14,9,2,8,18,16,1,6,25
iter431,21,20,9,27,25,5,12,0,1,4,13,7,10,17,16,14,26,15,23,3,8,6,19,22,18,2,11,24
iter432,21,23,18,26,24,4,20,0,1,3,10,8,25,17,13,14,27,12,19,7,11,5,9,16,15,2,6,22
iter433,22,26,19,25,23,6,14,2,1,15,18,7,0,21,12,10,27,16,5,9,11,4,8,20,17,3,13,24
iter434,19,12,10,25,26,3,18,1,0,4,8,7,15,21,6,22,27,14,24,5,20,16,11,13,17,2,9,23
iter435,20,26,17,24,25,6,14,4,3,2,8,10,16,18,12,7,27,19,1,9,11,22,13,21,15,0,5,23
iter436,21,3,19,25,23,5,17,2,0,10,4,7,26,22,9,18,27,15,16,13,8,12,11,14,20,1,6,24
iter437,19,7,11,26,23,4,10,1,13,9,6,3,20,22,5,14,27,24,8,18,17,12,15,21,16,0,2,25
iter438,19,16,13,26,23,3,8,10,25,1,14,4,22,17,0,12,27,2,11,21,18,5,6,20,15,9,7,24
iter439,21,15,11,26,23,4,12,0,2,9,14,8,24,22,5,20,27,6,19,3,17,7,18,16,13,1,10,25
iter440,23,26,2,27,25,4,17,1,19,3,10,6,0,21,5,12,18,11,22,7,13,16,14,20,15,8,9,24
iter441,21,23,4,26,25,3,15,2,6,10,16,5,20,18,8,12,27,11,24,0,14,7,13,19,17,1,9,22
iter442,23,20,10,26,24,7,16,1,3,11,9,4,18,22,12,21,27,13,14,0,15,5,6,19,17,2,8,25
iter443,17,25,8,26,24,0,16,6,10,11,18,4,21,22,19,5,27,7,12,1,20,3,13,14,15,2,9,23
iter444,19,24,5,26,22,3,13,0,6,4,7,8,21,16,10,15,27,17,20,11,14,23,9,18,12,1,2,25
iter445,21,18,19,25,23,5,9,1,7,2,13,6,11,20,14,12,27,8,17,24,10,4,22,16,15,0,3,26
iter446,22,10,21,26,24,6,15,4,2,5,13,8,23,20,3,11,27,16,14,1,9,12,19,17,18,0,7,25
iter447,22,12,10,26,24,5,14,6,0,2,8,3,21,23,11,16,27,7,17,15,13,9,19,18,20,1,4,25
iter448,24,19,21,26,25,3,18,4,1,5,10,7,0,23,17,15,12,13,22,8,11,9,16,20,14,2,6,27
iter449,19,24,16,26,22,4,14,1,3,11,12,8,0,18,5,20,27,9,23,10,15,7,17,21,13,2,6,25
iter450,21,18,7,25,24,2,15,1,5,6,10,12,8,19,4,23,27,13,26,9,17,3,14,20,16,0,11,22
iter451,17,26,20,25,22,3,9,0,19,8,13,7,23,15,6,12,27,11,18,5,14,1,10,21,16,4,2,24
iter452,23,10,16,26,25,6,14,0,2,4,11,9,19,20,18,21,27,8,7,22,12,3,15,17,13,1,5,24
iter453,20,26,4,25,22,2,13,0,1,6,10,8,23,19,15,14,27,12,5,11,16,3,17,21,18,9,7,24
